LEAGUE,NAME,SEASON,UNIQUE ID,POS,AGE,#,TEAM,GP,EV P1/GP,PP P1/GP,P1/GP,EV G,EV A1,EV A2,EV P1,PP G,PP A1,PP A2,PP P1,SH G,SH A1,SH A2,SHOTS,SH%,TG,TP,TP/GP,EV%,Goals/P1,MISSING GF%,EV GF,EV GA,EV GF%,EV GF%Rel,OFF EV GF,OFF EV GA,eTOI/GP,P1/e60,DOB,BIRTH YEAR,HT,SHOOTS,Breakout Season,TSA,ShotAttempts/P1/e60
NCAAD1,Haley Shugart,2019,431759/haley-shugart,F,21,17,UNI,29,0.069,0.1034,0.1724,2,0,0,2,2,1,0,3,0,0,0,49,8.16,4,5,0.1724,40,80,0,7,22,24.14,3.68,18,70,15.06,0.687,2/1/1998,1998,5'07,R,FALSE,78,113.5371179
NCAAD1,Annelise Rice,2020,499820/annelise-rice,F,23,23,PRV,36,0.1389,0.0278,0.2778,2,3,3,5,0,1,1,1,0,0,0,48,4.17,2,10,0.2778,83.33,33.33,0,20,23,46.51,-13.49,45,30,16.95,0.5899,5/4/1997,1997,5'07,R,FALSE,78,132.225801
NCAAD1,Bailey Burton,2021,521020/bailey-burton,F,20,6,PRV,20,0.25,0.05,0.55,3,2,3,5,1,0,2,1,0,0,0,69,5.8,4,11,0.55,83.33,66.67,,11,13,45.83,-8.93,23,19,17.77,1.013,1/31/2001,2001,5'07,R,FALSE,78,76.99901283
NCAAD1,Tatum White,2021,524334/tatum-white,F,19,18,SYR,22,0.1364,0.0909,0.4091,2,1,3,3,1,1,1,2,0,0,0,64,4.69,3,9,0.4091,60,60,,12,12,50,-13.79,37,21,16.14,0.8446,10/21/2002,2002,5'10,L,FALSE,78,92.35140895
NCAAD1,Chloe Puddifant,2019,402378/chloe-puddifant,F,19,23,DAR,29,0.1034,0.069,0.2069,2,1,0,3,1,1,1,2,0,0,0,46,6.52,3,6,0.2069,60,60,0,6,22,21.43,-7.14,18,45,16.83,0.6148,9/21/2000,2000,5'09,L,FALSE,77,125.2439818
NCAAD1,Chloe McNeil,2021,524801/chloe-mcneil,F,19,11,PRV,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,33.33,-21.21,18,15,8.68,0.01,7/24/2002,2002,5'06,-,FALSE,77,7700
NCAAD1,Maggy Burbridge,2020,630750/maggy-burbridge,F,19,9,RMU,36,0.3333,0,0.4167,7,5,2,12,0,0,1,0,0,0,0,95,7.37,7,15,0.4167,100,58.33,0,18,19,48.65,-7.02,54,43,14.79,1.352,1/13/2001,2001,5'04,R,FALSE,77,56.95266272
NCAAD1,Maggy Burbridge,2021,630750/maggy-burbridge,F,20,9,RMU,23,0.3478,0.2609,0.7391,4,4,3,8,5,1,0,6,0,0,0,110,8.18,9,17,0.7391,57.14,64.29,,13,11,54.17,-16.74,39,16,19.18,1.9041,1/13/2001,2001,5'04,R,TRUE,77,40.43905257
NCAAD1,Anne Bloomer,2019,367269/anne-bloomer,F,19,3,HAR,32,0.125,0,0.1563,4,0,1,4,0,0,0,0,0,0,0,44,9.09,4,5,0.1563,100,100,0,11,9,55,0.12,45,37,12.22,0.6137,7/20/2000,2000,5'06,R,FALSE,77,125.4684699
NCAAD1,Lexie Adzija,2021,390043/lexie-adzija,F,21,8,QUI,16,0.6875,0.125,1.125,5,6,5,11,1,1,0,2,0,0,0,65,9.23,6,18,1.125,84.62,46.15,,22,11,66.67,2.22,29,16,20.14,2.4207,6/30/2000,2000,5'10,L,TRUE,77,31.80898087
NCAAD1,Danielle Fox,2020,409877/danielle-fox,F,20,46,CON,39,0.2564,0.0769,0.4103,4,6,1,10,1,2,1,3,1,0,0,64,9.38,6,16,0.4103,76.92,38.46,0,15,22,40.54,-10.79,58,55,15.16,1.4209,4/14/2000,2000,5'07,L,TRUE,77,54.1910057
NCAAD1,Sofia Poinar,2019,496730/sofia-poinar,F,21,15,MNS,35,0.0857,0.0286,0.1714,1,2,1,3,1,0,1,1,0,0,0,42,4.76,2,6,0.1714,75,50,0,5,18,21.74,-23.26,45,55,13.18,0.5203,2/23/1998,1998,5'06,R,FALSE,77,147.9915433
NCAAD1,Maia Martinez,2019,521116/maia-martinez,F,20,27,UNI,34,0.0294,0,0.0588,1,0,1,1,0,0,0,0,0,0,0,48,2.08,1,2,0.0588,100,100,0,4,27,12.9,-10.91,25,80,13.67,0.1291,,1999,5'07,L,FALSE,77,596.4368706
NCAAD1,Megan Wagner,2021,532876/megan-wagner,F,22,13,LIN,17,0.2941,0.1176,0.4118,4,1,0,5,2,0,0,2,0,0,0,45,13.33,6,7,0.4118,71.43,85.71,,9,15,37.5,25.38,4,29,19.57,1.2626,7/23/1999,1999,5'01,R,FALSE,77,60.98526849
NCAAD1,Joelle Fiala,2020,533761/joelle-fiala,F,19,25,RMU,36,0.2222,0,0.2778,2,6,2,8,0,0,0,0,0,0,0,52,3.85,2,10,0.2778,100,25,0,18,14,56.25,3.31,54,48,13.24,1.0068,12/22/2001,2001,5'07,R,FALSE,77,76.47993643
NCAAD1,Grace Middleton,2020,554163/grace-middleton,F,21,6,UNH,37,0.1892,0.0541,0.2973,3,4,1,7,1,1,1,2,0,0,0,54,7.41,4,11,0.2973,77.78,44.44,0,12,14,46.15,-6.79,45,40,13.21,1.1049,1/7/1999,1999,5'08,R,FALSE,77,69.68956467
NCAAD1,Elizabeth Giguere,2021,368746/elizabeth-giguere,F,24,7,CLK,19,0.6316,0.1579,1.2105,9,3,3,12,0,3,4,3,0,1,0,79,11.39,9,23,1.2105,80,60,,20,9,68.97,22.62,19,22,22.17,2.2785,5/8/1997,1997,5'10,R,FALSE,76,33.35527759
NCAAD1,Emily Oden,2021,399387/emily-oden,F,22,21,MIN,20,0.25,0.1,0.7,0,5,6,5,2,0,1,2,0,0,0,39,5.13,2,14,0.7,71.43,28.57,,17,7,70.83,13.89,41,31,16.63,1.2631,11/14/1999,1999,5'08,R,FALSE,76,60.16942443
NCAAD1,Tina Paolillo,2020,554009/tina-paolillo,F,21,7,BRN,28,0.2143,0.0357,0.2857,6,0,1,6,0,1,0,1,0,0,0,47,12.77,6,8,0.2857,85.71,85.71,0,9,43,17.31,-5.5,13,44,18.93,0.7924,1/14/1999,1999,5'02,R,FALSE,76,95.91115598
NCAAD1,Ellie Marcovsky,2021,588866/ellie-marcovsky,F,19,23,RMU,24,0.375,0.1667,0.75,5,4,4,9,2,2,0,4,1,0,0,56,14.29,8,18,0.75,69.23,53.85,,19,10,65.52,2.55,34,20,17.45,2.0058,1/21/2002,2002,5'03,R,FALSE,76,37.89011866
NCAAD1,Sierra Smith,2019,368011/sierra-smith,F,23,17,MIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,7.07,0.01,9/2/1996,1996,5'08,R,FALSE,75,7500
NCAAD1,Blake Orosz,2020,413428/blake-orosz,F,23,10,REN,18,0.1667,0.0556,0.3333,3,0,1,3,1,0,1,1,0,0,0,40,10,4,6,0.3333,75,100,0,4,11,26.67,15.56,4,32,16.79,0.7942,9/4/1997,1997,5'02,R,FALSE,75,94.43465122
NCAAD1,Makenna Webster,2021,414131/makenna-webster,F,19,8,WIS,18,0.3889,0.1111,0.5556,5,2,0,7,1,1,1,2,0,0,0,40,15,6,10,0.5556,77.78,66.67,,10,6,62.5,-8.93,50,20,13.94,2.1519,3/21/2002,2002,5'02,R,FALSE,75,34.85292067
NCAAD1,Coralie Larose,2021,431750/coralie-larose,F,22,91,CLG,22,0,0.0455,0.1364,0,0,2,0,1,0,0,1,0,0,0,45,2.22,1,3,0.1364,0,100,,6,11,35.29,-33.04,41,19,14.79,0.1844,5/16/1999,1999,5'07,R,FALSE,75,406.7245119
NCAAD1,Veronica Alois,2019,495548/veronica-alois,F,22,6,BRN,25,0.2,0.08,0.36,2,3,0,5,1,1,1,2,0,0,1,44,6.82,3,9,0.36,71.43,42.86,0,9,19,32.14,-3.47,26,47,16.16,1.0398,10/7/1997,1997,5'04,-,FALSE,74,71.16753222
NCAAD1,Rachel De Perio,2019,498479/rachel-de-perio,F,21,7,UNI,34,0.0882,0.1471,0.2941,2,1,0,3,1,4,1,5,1,0,0,44,9.09,4,10,0.2941,37.5,37.5,0,9,36,20,-1.98,20,71,17.88,0.8883,,1998,5'03,R,FALSE,74,83.30518969
NCAAD1,Grace Markey,2019,552106/grace-markey,F,20,14,QUI,36,0.0833,0,0.0833,2,1,0,3,0,0,0,0,0,0,0,48,4.17,2,3,0.0833,100,66.67,0,8,9,47.06,-3.94,51,49,11.23,0.4454,1/7/1999,1999,5'03,L,FALSE,74,166.142793
NCAAD1,Addi Scribner,2021,553476/addi-scribner,F,20,7,STC,19,0.0526,0,0.2105,0,1,3,1,0,0,0,0,0,0,0,28,0,0,4,0.2105,100,0,,13,26,33.33,2.56,12,27,20.26,0.1559,1/20/2001,2001,5'07,R,FALSE,74,474.6632457
NCAAD1,Vendula Pribylova,2020,215231/vendula-pribylova,F,24,28,MNE,33,0.2424,0.0909,0.3333,3,5,0,8,1,2,0,3,0,0,0,48,8.33,4,11,0.3333,72.73,36.36,0,12,13,48,-10.97,46,32,15.18,1.3179,3/23/1996,1996,5'07,L,FALSE,73,55.39115259
NCAAD1,Noemi Neubauerova,2019,381995/noemi-neubauerova,F,20,21,CLG,38,0.1842,0,0.2632,5,2,2,7,0,0,1,0,0,0,0,27,18.52,5,10,0.2632,100,71.43,0,16,8,66.67,8.02,78,55,10.77,1.0265,12/15/1999,1999,5'06,R,FALSE,73,71.11544082
NCAAD1,Noemi Neubauerova,2020,381995/noemi-neubauerova,F,21,21,CLG,38,0.3947,0,0.4474,9,6,2,15,0,0,0,0,0,0,0,53,16.98,9,17,0.4474,100,60,0,24,21,53.33,-4.85,64,46,14.48,1.6355,12/15/1999,1999,5'06,R,TRUE,73,44.6346683
NCAAD1,Maureen Murphy,2021,372841/maureen-murphy,F,22,21,NOE,13,0.6154,0.1538,1.2308,4,4,3,8,1,1,2,2,1,0,0,61,9.84,6,16,1.2308,80,50,,23,1,95.83,17.45,29,8,20.98,2.4204,12/15/1999,1999,5'04,R,TRUE,73,30.16030408
NCAAD1,Amy Potomak,2021,402454/amy-potomak,F,22,16,MIN,14,0.4286,0,0.6429,3,3,2,6,0,0,1,0,0,0,0,37,8.11,3,9,0.6429,100,50,,13,11,54.17,-5.02,29,20,17.67,1.455,6/25/1999,1999,5'09,R,FALSE,73,50.17182131
NCAAD1,Alexa Hoskin,2020,406500/alexa-hoskin,F,19,9,QUI,28,0.1786,0.0714,0.2857,0,5,1,5,2,0,0,2,0,0,0,35,5.71,2,8,0.2857,71.43,28.57,0,11,9,55,-5.53,46,30,13.55,1.1071,2/6/2001,2001,5'08,R,FALSE,73,65.93803631
NCAAD1,Cassidy Michalicka,2020,413436/cassidy-michalicka,F,21,21,UNI,34,0.0588,0,0.0882,1,1,1,2,0,0,0,0,0,0,0,41,2.44,1,3,0.0882,100,50,0,9,27,25,-3.41,25,63,14.82,0.2381,7/9/1999,1999,5'08,R,FALSE,73,306.5938681
NCAAD1,Grace Markey,2020,552106/grace-markey,F,21,14,QUI,37,0.2973,0,0.4595,5,6,5,11,0,0,1,0,0,0,0,50,10,5,17,0.4595,100,45.45,0,25,13,65.79,6.97,60,42,14.1,1.2655,1/7/1999,1999,5'03,L,TRUE,73,57.6847096
NCAAD1,Delani MacKay,2020,554012/delani-mackay,F,20,44,CLG,38,0.2368,0.0789,0.4737,3,6,4,9,2,1,1,3,0,1,0,50,10,5,18,0.4737,75,41.67,0,23,16,58.97,2.94,65,51,15.74,1.3041,6/18/2000,2000,5'06,L,FALSE,73,55.97730235
NCAAD1,Jenna Buglioni,2021,609543/jenna-buglioni,F,19,10,OSU,18,0.5,0.0556,0.7778,7,2,4,9,0,1,0,1,0,0,0,45,15.56,7,14,0.7778,90,70,,15,17,46.88,-16.39,31,18,18.95,1.7593,3/13/2002,2002,5'03,R,FALSE,73,41.49377593
NCAAD1,Jordan Chancellor,2019,398960/jordan-chancellor,F,23,6,YAL,28,0.1786,0.0714,0.3214,2,3,2,5,1,1,0,2,0,0,0,43,6.98,3,9,0.3214,71.43,42.86,0,13,27,32.5,-16.03,33,35,17.55,0.8547,,1996,5'05,L,FALSE,72,84.24008424
NCAAD1,Steph Keryluk,2020,400978/steph-keryluk,F,24,10,STL,34,0.0588,0.0588,0.1765,1,1,0,2,0,2,2,2,0,0,0,37,2.7,1,6,0.1765,50,25,0,4,7,36.36,-12.64,49,51,10.79,0.6544,6/3/1996,1996,5'05,R,FALSE,72,110.0244499
NCAAD1,Christina Rombaut,2020,496109/christina-rombaut,F,0,7,DAR,29,0.069,0.0345,0.1379,1,1,1,2,1,0,0,1,0,0,0,45,4.44,2,4,0.1379,66.67,66.67,0,14,23,37.84,3.55,24,46,17.38,0.3572,,,5'06,R,FALSE,72,201.5677492
NCAAD1,Ali O'Leary,2020,499832/ali-o-leary,F,22,14,VER,36,0.2222,0.0556,0.3889,2,6,2,8,1,1,2,2,0,0,0,50,6,3,14,0.3889,80,30,0,20,25,44.44,2.78,40,56,16.24,1.0262,,1998,5'04,L,FALSE,72,70.16176184
NCAAD1,Anneke Linser,2021,500718/anneke-linser,F,22,13,MND,16,0.3125,0,0.625,2,3,3,5,0,0,1,0,1,0,0,43,6.98,3,10,0.625,100,40,,12,4,75,14.13,28,18,16.83,1.3365,11/10/1999,1999,5'10,R,FALSE,72,53.87205387
NCAAD1,Noemi Neubauerova,2021,381995/noemi-neubauerova,F,22,21,CLG,22,0.5,0.1364,0.7727,7,4,3,11,2,1,0,3,0,0,0,48,18.75,9,17,0.7727,78.57,64.29,,20,12,62.5,2.5,27,18,19.48,1.9599,12/15/1999,1999,5'06,R,FALSE,71,36.22633808
NCAAD1,Neve Van Pelt,2020,431780/neve-van-pelt,F,22,10,PRV,36,0.2222,0.0833,0.3333,4,4,0,8,2,1,1,3,0,0,0,47,12.77,6,12,0.3333,72.73,54.55,0,17,23,42.5,-19.04,48,30,16.27,1.1269,6/1/1998,1998,5'06,L,FALSE,71,63.00470317
NCAAD1,Brooke Kudirka,2020,498039/brooke-kudirka,F,22,8,STC,35,0.0857,0.0286,0.1143,3,0,0,3,1,0,0,1,0,0,0,50,8,4,4,0.1143,75,100,0,6,19,24,-11.54,43,78,14.21,0.4826,4/15/1998,1998,5'11,L,FALSE,71,147.1197679
NCAAD1,Jada Burke,2020,524798/jada-burke,F,20,24,LIN,34,0.2059,0,0.2353,4,3,1,7,0,0,0,0,0,0,0,45,8.89,4,8,0.2353,100,57.14,0,10,31,24.39,-8.04,24,50,15.58,0.7929,8/25/2000,2000,6'00,-,FALSE,71,89.54470929
NCAAD1,Ali Beltz,2019,543196/ali-beltz,F,19,9,MNE,34,0.1765,0.0588,0.2941,2,4,2,6,1,1,0,2,0,0,0,44,6.82,3,10,0.2941,75,37.5,0,16,10,61.54,2.01,50,34,13.63,1.0355,6/27/2000,2000,5'07,-,FALSE,71,68.56591019
NCAAD1,Jennifer Costa,2019,553153/jennifer-costa,F,0,3,DAR,27,0.1481,0,0.1481,3,1,0,4,0,0,0,0,0,0,0,51,5.88,3,4,0.1481,100,75,0,6,20,23.08,-3.59,16,44,15.45,0.5752,,,5'08,L,FALSE,71,123.4353268
NCAAD1,Shannon Griffin,2020,553161/shannon-griffin,F,22,11,PRN,33,0.303,0,0.3636,6,4,2,10,0,0,0,0,0,0,0,63,9.52,6,12,0.3636,100,60,0,21,16,56.76,-15.79,74,28,14.53,1.2515,,1998,5'04,R,FALSE,71,56.73192169
NCAAD1,Bryn Saarela,2021,606897/bryn-saarela,F,20,5,HCR,19,0.3158,0.1053,0.5789,5,1,1,6,0,2,2,2,0,0,0,48,10.42,5,11,0.5789,75,62.5,,11,20,35.48,14.21,10,37,19.53,1.2939,6/20/2001,2001,5'06,R,FALSE,71,54.87286498
NCAAD1,Vicki Harkness,2019,553924/vicki-harkness,F,19,55,CON,36,0.25,0,0.4444,1,8,3,9,0,0,4,0,0,0,0,78,1.28,1,16,0.4444,100,11.11,0,23,27,46,3.78,38,52,16.9,0.8874,8/31/2000,2000,5'07,L,FALSE,70,78.88212756
NCAAD1,Vicki Harkness,2020,553924/vicki-harkness,F,20,55,CON,39,0.2051,0.1026,0.3846,7,1,2,8,2,2,1,4,0,0,0,97,9.28,9,15,0.3846,66.67,75,0,18,17,51.43,3.6,55,60,15.01,1.2303,8/31/2000,2000,5'07,L,FALSE,70,56.89669186
NCAAD1,Laura Kluge,2021,366567/laura-kluge,F,25,17,STC,19,0.2632,0,0.3158,4,1,1,5,0,0,0,0,0,0,0,37,10.81,4,6,0.3158,100,80,,11,18,37.93,9.36,14,35,18.89,0.836,11/6/1996,1996,5'10,L,FALSE,70,83.73205742
NCAAD1,Claire Butorac,2020,409463/claire-butorac,F,21,7,MNS,37,0.2432,0,0.3243,7,2,1,9,0,0,0,0,1,1,0,46,17.39,8,12,0.3243,100,77.78,0,18,31,36.73,-5.2,39,54,17.58,1.0147,9/24/1999,1999,5'05,R,TRUE,70,68.98590716
NCAAD1,Lauren Bellefontaine,2021,413427/lauren-bellefontaine,F,21,8,SYR,21,0.381,0.1429,0.9524,2,6,3,8,2,1,4,3,1,1,0,58,8.62,5,20,0.9524,72.73,36.36,,17,8,68,13.28,29,24,18.41,2.0172,3/9/2000,2000,5'06,R,TRUE,70,34.70156653
NCAAD1,Victoria Grimmer,2019,497743/victoria-grimmer,F,0,3,SAC,32,0.3438,0.0625,0.4688,7,4,1,11,1,1,1,2,0,0,0,71,11.27,8,15,0.4688,84.62,61.54,0,26,15,63.41,-8.16,68,27,15.27,1.5962,,,Unknown,-,FALSE,70,43.85415361
NCAAD1,Olivia Kilberg,2019,520622/olivia-kilberg,F,20,9,VER,36,0.1667,0,0.25,4,2,1,6,0,0,0,0,1,1,0,48,10.42,5,9,0.25,100,66.67,0,13,27,32.5,-8.99,39,55,16.16,0.8249,2/6/1999,1999,5'04,R,FALSE,70,84.85877076
NCAAD1,Stella Haberman,2020,521031/stella-haberman,F,21,6,RIT,26,0.0769,0.0769,0.2308,0,2,1,2,1,1,0,2,0,1,0,46,2.17,1,6,0.2308,50,25,0,4,10,28.57,-11.67,33,49,13.1,0.8808,5/8/1999,1999,5'03,R,TRUE,70,79.47320618
NCAAD1,Kelly Browne,2021,553918/kelly-browne,F,21,18,BC,18,0.8333,0,1,6,9,1,15,0,0,0,0,1,0,1,63,11.11,7,18,1,100,40,,20,9,68.97,10.43,24,17,21.54,2.4765,7/14/2000,2000,5'06,L,FALSE,70,28.26569756
NCAAD1,Millie Rose Sirum,2021,368719/millie-rose-sirum,F,21,20,HCR,17,0.3529,0.2941,0.7059,3,3,1,6,3,2,0,5,0,0,0,45,13.33,6,12,0.7059,54.55,54.55,,10,23,30.3,5.91,10,31,20.02,1.9388,11/2/2000,2000,5'09,L,FALSE,69,35.58902414
NCAAD1,Sarah Verbeek,2019,389897/sarah-verbeek,F,20,10,PRN,33,0.2121,0.0606,0.3333,5,2,0,7,1,1,2,2,0,0,0,45,13.33,6,11,0.3333,77.78,66.67,0,10,3,76.92,16.92,69,46,11.24,1.4555,7/22/1999,1999,5'09,L,FALSE,69,47.40638956
NCAAD1,Katie McMillan,2020,497006/katie-mcmillan,F,22,16,PSU,36,0.1667,0.1111,0.3611,4,2,1,6,2,2,1,4,0,1,0,44,13.64,6,13,0.3611,60,60,0,14,15,48.28,-0.21,32,34,17.22,1.0646,2/24/1998,1998,5'04,-,FALSE,69,64.81307533
NCAAD1,Rachel De Perio,2020,498479/rachel-de-perio,F,22,7,UNI,32,0.1563,0.125,0.375,3,2,0,5,2,2,1,4,1,0,1,38,15.79,6,12,0.375,55.56,55.56,0,13,23,36.11,10.19,21,60,17.76,1.0558,,1998,5'03,R,FALSE,69,65.35328661
NCAAD1,Madison Oelkers,2021,521024/madison-oelkers,F,22,13,MNS,20,0.1,0.1,0.25,0,2,1,2,1,1,0,2,0,0,0,44,2.27,1,5,0.25,50,25,,5,14,26.32,-14.76,23,33,14.91,0.8047,3/9/1999,1999,5'05,L,FALSE,69,85.74624084
NCAAD1,Emma Polaski,2021,554162/emma-polaski,F,23,7,SYR,19,0.2105,0.2105,0.4737,2,2,1,4,3,1,0,4,0,0,0,50,10,5,9,0.4737,50,62.5,,9,6,60,4.64,31,25,14.46,1.7467,10/19/1998,1998,5'07,R,FALSE,69,39.50306292
NCAAD1,Rebecca Lindblad,2019,368241/rebecca-lindblad,F,22,8,CON,36,0.0833,0,0.1944,1,2,4,3,0,0,0,0,0,0,0,43,2.33,1,7,0.1944,100,33.33,0,11,17,39.29,-5.36,50,62,13.16,0.3798,,1997,5'08,-,FALSE,68,179.0416008
NCAAD1,Paige Rynne,2019,389887/paige-rynne,F,20,9,UNH,36,0.1111,0.0833,0.3333,2,2,5,4,2,1,0,3,0,0,0,47,8.51,4,12,0.3333,57.14,57.14,0,15,15,50,7.47,37,50,14.44,0.808,6/18/1999,1999,5'11,R,FALSE,68,84.15841584
NCAAD1,Claire Butorac,2021,409463/claire-butorac,F,22,7,MNS,20,0.15,0,0.25,1,2,2,3,0,0,0,0,0,0,0,40,2.5,1,5,0.25,100,33.33,,9,11,45,10.45,19,36,17.49,0.5147,9/24/1999,1999,5'05,R,FALSE,68,132.1157956
NCAAD1,Kyleigh Hanzlik,2021,554424/kyleigh-hanzlik,F,23,21,RMU,24,0.2917,0.0417,0.4583,3,4,3,7,0,1,0,1,0,0,0,42,7.14,3,11,0.4583,87.5,37.5,,15,6,71.43,10.14,38,24,13.33,1.5001,6/30/1998,1998,5'09,R,FALSE,68,45.33031131
NCAAD1,Emily Volpe,2019,387498/emily-volpe,F,22,12,MER,36,0.0556,0.1111,0.3333,1,1,3,2,1,3,3,4,0,0,0,39,5.13,2,12,0.3333,33.33,33.33,0,8,19,29.63,-29.19,60,42,15.44,0.6476,3/15/1997,1997,5'06,L,FALSE,67,103.4589253
NCAAD1,MacKenzie Ebel,2019,497040/mackenzie-ebel,F,23,26,PRN,33,0.0606,0,0.0909,2,0,1,2,0,0,0,0,0,0,0,39,5.13,2,3,0.0909,100,100,0,7,5,58.33,-3.74,72,44,10.41,0.3492,9/3/1996,1996,5'07,L,FALSE,67,191.8671249
NCAAD1,Megan Forrest,2020,553033/megan-forrest,F,21,64,BRN,29,0.2414,0,0.2759,3,4,1,7,0,0,0,0,0,0,0,33,9.09,3,8,0.2759,100,42.86,0,15,35,30,17.1,8,54,17.99,0.8052,2/17/1999,1999,5'07,R,FALSE,67,83.20914059
NCAAD1,Bailey Bennett,2020,553131/bailey-bennett,F,22,8,HCR,33,0,0.0303,0.1818,0,0,5,0,1,0,0,1,0,0,0,38,2.63,1,6,0.1818,0,100,0,8,35,18.6,-6.73,19,56,17.03,0.1068,,1998,5'06,-,FALSE,67,627.340824
NCAAD1,Chloe Aurard,2021,367317/chloe-aurard,F,22,12,NOE,22,0.8636,0.1364,1.1364,9,10,1,19,3,0,0,3,2,0,0,78,17.95,14,25,1.1364,86.36,54.55,,29,2,93.55,15.37,43,12,20.23,3.2361,3/15/1999,1999,5'06,L,FALSE,66,20.39491981
NCAAD1,Briana Colangelo,2020,409891/briana-colangelo,F,22,61,CON,37,0.2703,0.1081,0.6486,4,6,6,10,3,1,4,4,0,0,0,51,13.73,7,24,0.6486,71.43,50,0,24,25,48.98,-1.02,44,44,18.08,1.2559,5/30/1998,1998,5'08,L,FALSE,66,52.55195477
NCAAD1,Sarah Nelles,2019,431694/sarah-nelles,F,19,11,MRC,34,0.0294,0,0.1176,1,0,3,1,0,0,0,0,0,0,0,31,3.23,1,4,0.1176,100,100,0,6,11,35.29,-13.33,53,56,10.54,0.1674,6/13/2000,2000,5'06,R,FALSE,66,394.265233
NCAAD1,Morgan Helgeson,2019,520808/morgan-helgeson,F,20,14,CLK,40,0.125,0,0.15,4,1,1,5,0,0,0,0,0,0,0,35,11.43,4,6,0.15,100,80,0,11,9,55,-16.53,103,41,10.27,0.7302,5/5/1999,1999,5'06,L,FALSE,66,90.38619556
NCAAD1,Abigail Boreen,2021,520814/abigail-boreen,F,21,22,MIN,20,0.4,0.05,0.55,8,0,2,8,0,1,0,1,0,0,0,35,22.86,8,11,0.55,88.89,88.89,,18,10,64.29,5.46,40,28,15.76,1.7134,4/3/2000,2000,5'08,R,TRUE,66,38.51990195
NCAAD1,Kaleigh Donnelly,2019,553448/kaleigh-donnelly,F,19,12,BU,37,0.1351,0.0811,0.4595,0,5,4,5,1,2,5,3,0,0,0,34,2.94,1,17,0.4595,62.5,12.5,0,13,13,50,-20.3,71,30,14.12,0.9191,6/30/2000,2000,5'08,R,FALSE,66,71.80937874
NCAAD1,Clara Van Wieren,2021,553459/clara-van-wieren,F,19,25,MND,15,0.4667,0.0667,0.6667,6,1,2,7,1,0,0,1,0,0,0,33,21.21,7,10,0.6667,87.5,87.5,,14,10,58.33,-12.4,29,12,17.05,1.8764,1/25/2002,2002,5'10,L,FALSE,66,35.17373694
NCAAD1,Klara Hymlarova,2021,372806/klara-hymlarova,F,22,12,STC,19,0.2632,0.1053,0.3684,1,4,0,5,0,2,0,2,0,0,0,41,2.44,1,7,0.3684,71.43,14.29,,7,17,29.17,-4.17,18,36,18.03,1.2258,2/27/1999,1999,5'05,L,FALSE,65,53.02659488
NCAAD1,Emily Antony,2020,407371/emily-antony,F,24,4,MNS,37,0.3243,0.1081,0.5946,5,7,5,12,2,2,1,4,0,0,0,47,14.89,7,22,0.5946,75,43.75,0,23,26,46.94,10.38,34,59,17.17,1.5107,,1996,5'06,L,FALSE,65,43.0264116
NCAAD1,Anna Promersberger,2019,414135/anna-promersberger,F,20,21,PSU,34,0.1765,0,0.1765,2,4,0,6,0,0,0,0,0,0,0,42,4.76,2,6,0.1765,100,33.33,0,11,10,52.38,-0.48,37,33,12.68,0.8353,9/14/1999,1999,5'08,R,FALSE,65,77.81635341
NCAAD1,Sarah Nelles,2020,431694/sarah-nelles,F,20,11,MRC,32,0.3125,0.0625,0.4375,7,3,1,10,2,0,1,2,0,0,0,47,19.15,9,14,0.4375,83.33,75,0,16,14,53.33,-8.11,51,32,14.3,1.5733,6/13/2000,2000,5'06,R,TRUE,65,41.31443463
NCAAD1,Tori Haywood,2021,431776/tori-haywood,F,23,21,RIT,14,0.2143,0.2143,0.4286,2,1,0,3,1,2,0,3,0,0,0,39,7.69,3,6,0.4286,50,50,,3,18,14.29,3.17,3,24,23.53,1.0927,6/10/1998,1998,5'03,L,FALSE,65,59.48567768
NCAAD1,Neve Van Pelt,2019,431780/neve-van-pelt,F,21,10,PRV,37,0.1622,0,0.2432,5,1,3,6,0,0,0,0,0,0,0,48,10.42,5,9,0.2432,100,83.33,0,16,17,48.48,-15.43,62,35,13.22,0.7359,6/1/1998,1998,5'06,L,FALSE,65,88.32721837
NCAAD1,Taylor Anderson,2020,520922/taylor-anderson,F,20,5,MND,36,0.1389,0,0.1389,3,2,0,5,0,0,0,0,0,0,0,43,6.98,3,5,0.1389,100,60,0,14,17,45.16,-13.93,65,45,12.58,0.6626,3/24/2000,2000,5'05,R,FALSE,65,98.09840024
NCAAD1,Kylie Hanley,2019,521030/kylie-hanley,F,20,12,MND,35,0.1143,0,0.1429,2,2,1,4,0,0,0,0,0,0,0,46,4.35,2,5,0.1429,100,50,0,8,11,42.11,-8.64,68,66,10.73,0.639,10/11/1999,1999,5'08,L,FALSE,65,101.7214397
NCAAD1,Brianna Brooks,2021,524124/brianna-brooks,F,19,17,UNH,17,0.2941,0,0.3529,3,2,1,5,0,0,0,0,0,0,0,59,5.08,3,6,0.3529,100,60,,10,11,47.62,11.03,15,26,18.88,0.9345,6/28/2002,2002,5'09,R,FALSE,65,69.55591225
